source,context,en_raw,zh_raw,en_norm,zh_norm
DYS830,4.6,Fix conductors not to defeat a safeguard,"修復導體,不要擊敗保護",Fix conductors not to defeat a safeguard,"修復導體,不要擊敗保護"
DYS830,4.6,Compliance is checked by test .............................. :,通過試驗檢查符合性性:,Compliance is checked by test :,通過試驗檢查符合性性:
DYS830,4.7,Equipment for direct insertion into mains socket–outlets,直接插接主電源插座之設備,Equipment for direct insertion into mains socket–outlets,直接插接主電源插座之設備
DYS830,4.7.2,Mains plug part complies with relevant standard .. :,主電源系統插頭應符合相關標準之規定,Mains plug part complies with relevant standard :,主電源系統插頭應符合相關標準之規定
DYS830,4.7.3,Torque (Nm) .......................................................... :,轉矩(Nm):,Torque (Nm) :,轉矩(Nm):
DYS830,4.8,Equipment containing coin/button cell batteries,設備包含鋰電池或鈕扣型電池之電池組,Equipment containing coin/button cell batteries,設備包含鋰電池或鈕扣型電池之電池組
DYS830,4.8.1,General,一般,General,一般
DYS830,4.8.2,Instructional safeguard .......................................... :,指示型安全防護,Instructional safeguard :,指示型安全防護
DYS830,4.8.3,Battery compartment door/cover construction,電池匣蓋結構,Battery compartment door/cover construction,電池匣蓋結構
DYS830,4.8.3,Open torque test,打開扭矩試驗,Open torque test,打開扭矩試驗
DYS830,4.8.4.2,Stress relief test,應力釋放試驗,Stress relief test,應力釋放試驗
DYS830,4.8.4.3,Battery replacement test,電池更換試驗,Battery replacement test,電池更換試驗
DYS830,4.8.4.4,Drop test,落下試驗,Drop test,落下試驗
DYS830,4.8.4.5,Impact test,撞擊試驗,Impact test,撞擊試驗
DYS830,4.8.4.6,Crush test,碾壓試驗,Crush test,碾壓試驗
DYS830,4.8.5,Compliance,符合性判斷準則,Compliance,符合性判斷準則
DYS830,4.8.5,30N force test with test probe,帶測試探頭的30N力試驗,30N force test with test probe,帶測試探頭的30N力試驗
DYS830,4.8.5,20N force test with test hook,帶測試鉤的20N力試驗,20N force test with test hook,帶測試鉤的20N力試驗
DYS830,4.9,Likelihood of fire or shock due to entry of conductive object,因導電物體掉入而導致起火或電擊之可能性,Likelihood of fire or shock due to entry of conductive object,因導電物體掉入而導致起火或電擊之可能性
DYS830,4.10,Component requirements,組件規定,Component requirements,組件規定
DYS830,4.10.1,Disconnect Device,切離裝置,Disconnect Device,切離裝置
DYS830,4.10.2,Switches and relays,開關及繼電器,Switches and relays,開關及繼電器
DYS830,5,ELECTRICALLY-CAUSED INJURY,電氣導致之傷害,ELECTRICALLY-CAUSED INJURY,電氣導致之傷害
DYS830,5.2,Classification and limits of electrical energy sources,電器能量源之分級及限制,Classification and limits of electrical energy sources,電器能量源之分級及限制
DYS830,5.2.2,"ES1, ES2 and ES3 limits",ES1、ES2和ES3限制,"ES1, ES2 and ES3 limits",ES1、ES2和ES3限制
DYS830,5.2.2.2,Steady-state voltage and current limits .................... :,穩態電壓和電流限制:,Steady-state voltage and current limits :,穩態電壓和電流限制:
DYS830,5.2.2.3,Capacitance limits ..................................................... :,電容性限制值,Capacitance limits :,電容性限制值
DYS830,5.2.2.4,Single pulse limits ..................................................... :,單一脈衝限制值,Single pulse limits :,單一脈衝限制值
DYS830,5.2.2.5,Limits for repetitive pulses ........................................ :,連續性脈衝之限制值,Limits for repetitive pulses :,連續性脈衝之限制值
DYS830,5.2.2.6,Ringing signals,振鈴訊號,Ringing signals,振鈴訊號
DYS830,5.2.2.7,Audio signals,音頻訊號,Audio signals,音頻訊號
DYS830,5.3,Protection against electrical energy sources,針對電氣能量源之保護,Protection against electrical energy sources,針對電氣能量源之保護
DYS830,5.3.1,"General Requirements for accessible parts to ordinary, instructed and skilled persons",普通人員、受指導人員及技術人員可觸及零件的一般要求,"General Requirements for accessible parts to ordinary, instructed and skilled persons",普通人員、受指導人員及技術人員可觸及零件的一般要求
DYS830,5.3.1,Accessible ES1/ES2 derived from ES2/ES3 circuits,可訪問ES1/ES2派生自ES2/ES3電路,Accessible ES1/ES2 derived from ES2/ES3 circuits,可訪問ES1/ES2派生自ES2/ES3電路
DYS830,5.3.1,Skilled persons not unintentional contact ES3 bare conductors,技術人員不無意接觸 ES3裸導體,Skilled persons not unintentional contact ES3 bare conductors,技術人員不無意接觸 ES3裸導體
DYS830,5.3.2.1,Accessibility to electrical energy sources and safeguards,觸及之電能來源和保障措施,Accessibility to electrical energy sources and safeguards,觸及之電能來源和保障措施
DYS830,5.3.2.1,Accessibility to outdoor equipment bare parts,可訪問戶外設備裸露部件,Accessibility to outdoor equipment bare parts,可訪問戶外設備裸露部件
DYS830,5.3.2.2,Contact requirements,接觸要求,Contact requirements,接觸要求
DYS830,5.3.2.2,Air gap – electric strength test potential (V) ............. :,使用附錄V試驗探棒進行試驗,Air gap – electric strength test potential (V) :,使用附錄V試驗探棒進行試驗
DYS830,5.3.2.2,Air gap – distance (mm) ........................................... :,空氣間隙=電動強度測試電位(V):,Air gap – distance (mm) :,空氣間隙=電動強度測試電位(V):
DYS830,5.3.2.3,Compliance,符合性,Compliance,符合性
DYS830,5.3.2.4,Terminals for connecting stripped wire,用作裸線連接之端子,Terminals for connecting stripped wire,用作裸線連接之端子
DYS830,5.4,Insulation materials and requirements,絕緣材料及要求,Insulation materials and requirements,絕緣材料及要求
DYS830,5.4.1.2,Properties of insulating material,絕緣材料之性質,Properties of insulating material,絕緣材料之性質
DYS830,5.4.1.3,Material is non-hygroscopic,材料是非吸濕的,Material is non-hygroscopic,材料是非吸濕的
DYS830,5.4.1.4,Maximum operating temperature for insulating materials .................................................................... :,材料、組件及系統之最大操作溫度,Maximum operating temperature for insulating materials :,材料、組件及系統之最大操作溫度
DYS830,5.4.1.5,Pollution degrees ...................................................... :,污染等級,Pollution degrees :,污染等級
DYS830,5.4.1.5.2,Test for pollution degree 1 environment and for an insulating compound,對於污染等級1之環境及絕緣化合物之試驗,Test for pollution degree 1 environment and for an insulating compound,對於污染等級1之環境及絕緣化合物之試驗
DYS830,5.4.1.5.3,Thermal cycling test,熱循環試驗,Thermal cycling test,熱循環試驗
DYS830,5.4.1.6,Insulation in transformers with varying dimensions,變壓器內具不同尺度之絕緣,Insulation in transformers with varying dimensions,變壓器內具不同尺度之絕緣
DYS830,5.4.1.7,Insulation in circuits generating starting pulses,在產生起始脈衝電路內之絕緣,Insulation in circuits generating starting pulses,在產生起始脈衝電路內之絕緣
DYS830,5.4.1.8,Determination of working voltage ............................. :,決定工作電壓,Determination of working voltage :,決定工作電壓
DYS830,5.4.1.9,Insulating surfaces,絕緣表面,Insulating surfaces,絕緣表面
DYS830,5.4.1.10,Thermoplastic parts on which conductive metallic parts are directly mounted,被可導電金屬部件直接鑲嵌之熱塑性部件,Thermoplastic parts on which conductive metallic parts are directly mounted,被可導電金屬部件直接鑲嵌之熱塑性部件
DYS830,5.4.1.10.2,Vicat test .................................................................... :,軟化(Vicat)試驗,Vicat test :,軟化(Vicat)試驗
DYS830,5.4.1.10.3,Ball pressure test ...................................................... :,球壓試驗,Ball pressure test :,球壓試驗
DYS830,5.4.2,Clearances,空間距離,Clearances,空間距離
DYS830,5.4.2.1,General requirements,一般要求,General requirements,一般要求
DYS830,5.4.2.1,"Clearances in circuits connected to AC Mains, Alternative method","連接到交流電源的電路中的間隙, 替代方法","Clearances in circuits connected to AC Mains, Alternative method","連接到交流電源的電路中的間隙, 替代方法"
DYS830,5.4.2.2,Procedure 1 for determining clearance,程序1決定空間距離,Procedure 1 for determining clearance,程序1決定空間距離
DYS830,5.4.2.3,Procedure 2 for determining clearance,程序2決定空間距離,Procedure 2 for determining clearance,程序2決定空間距離
DYS830,5.4.2.4,Determining the adequacy of a clearance using an electric strength test ................................................. :,使用耐電壓試驗決定合適之空間距離,Determining the adequacy of a clearance using an electric strength test :,使用耐電壓試驗決定合適之空間距離
DYS830,5.4.2.5,Multiplication factors for clearances and test voltages ................................................................................... :,"超過海拔2,000 m之乘數因子",Multiplication factors for clearances and test voltages :,"超過海拔2,000 m之乘數因子"
DYS830,5.4.2.6,Clearance measurement .......................................... :,間隙測量:,Clearance measurement :,間隙測量:
DYS830,5.4.3,Creepage distances,沿面距離,Creepage distances,沿面距離
DYS830,5.4.3.1,General,一般,General,一般
DYS830,5.4.3.4,Creepage distances measurement .......................... :,沿面距離測量:,Creepage distances measurement :,沿面距離測量:
DYS830,5.4.4,Solid insulation,固體絕緣,Solid insulation,固體絕緣
DYS830,5.4.4.1,General requirements,一般要求,General requirements,一般要求
DYS830,5.4.4.2,Minimum distance through insulation ...................... :,最小絕緣穿透距離,Minimum distance through insulation :,最小絕緣穿透距離
DYS830,5.4.4.3,Insulating compound forming solid insulation,絕緣化合物形成固體絕緣,Insulating compound forming solid insulation,絕緣化合物形成固體絕緣
DYS830,5.4.4.4,Solid insulation in semiconductor devices,半導體器件中的固體絕緣,Solid insulation in semiconductor devices,半導體器件中的固體絕緣
DYS830,5.4.4.5,Insulating compound forming cemented joints,絕緣化合物形成接合劑接合,Insulating compound forming cemented joints,絕緣化合物形成接合劑接合
DYS830,5.4.4.6,Thin sheet material,薄片材料,Thin sheet material,薄片材料
DYS830,5.4.4.6.1,General requirements,一般要求,General requirements,一般要求
DYS830,5.4.4.6.2,Separable thin sheet material,可分離薄片材料,Separable thin sheet material,可分離薄片材料
DYS830,5.4.4.6.2,Number of layers (pcs) ............................................ :,層數(層):,Number of layers (pcs) :,層數(層):
DYS830,5.4.4.6.3,Non-separable thin sheet material,不可分離薄片材料,Non-separable thin sheet material,不可分離薄片材料
DYS830,5.4.4.6.3,Number of layers (pcs) ......................................... :,層數(層),Number of layers (pcs) :,層數(層)
DYS830,5.4.4.6.4,Standard test procedure for non-separable thin sheet material ........................................................ :,不可分離式薄片絕緣之標準試驗程序,Standard test procedure for non-separable thin sheet material :,不可分離式薄片絕緣之標準試驗程序
DYS830,5.4.4.6.5,Mandrel test,轉軸試驗,Mandrel test,轉軸試驗
DYS830,5.4.4.7,Solid insulation in wound components,繞線組件中之固體絕緣,Solid insulation in wound components,繞線組件中之固體絕緣
DYS830,5.4.4.9,"Solid insulation at frequencies >30 kHz, E , K , d, P R V (V) ................................................................... : PW",頻率超過30 kHz 之固體絕緣要求,"Solid insulation at frequencies >30 kHz, E , K , d, P R V (V) : PW",頻率超過30 kHz 之固體絕緣要求
DYS830,5.4.4.9,"Alternative by electric strength test, tested voltage (V), K .................................................................... : R","透過耐電壓試驗替代,測試電壓(V), KR:","Alternative by electric strength test, tested voltage (V), K : R","透過耐電壓試驗替代,測試電壓(V), KR:"
DYS830,5.4.5,Antenna terminal insulation,天線端子絕緣,Antenna terminal insulation,天線端子絕緣
DYS830,5.4.5.1,General,一般,General,一般
DYS830,5.4.5.2,Voltage surge test,電壓浪湧試驗,Voltage surge test,電壓浪湧試驗
DYS830,5.4.5.3,Insulation resistance (M) ..................................... :,絕緣電阻(M):,Insulation resistance (M) :,絕緣電阻(M):
DYS830,5.4.5.3,Electric strength test ................................................. :,耐電壓試驗:,Electric strength test :,耐電壓試驗:
DYS830,5.4.6,Insulation of internal wire as part of supplementary safeguard,內部線材絕緣用作補充安全防護之一部分,Insulation of internal wire as part of supplementary safeguard,內部線材絕緣用作補充安全防護之一部分
DYS830,5.4.7,Tests for semiconductor components and for cemented joints,半導體組件及接合劑接合之試驗,Tests for semiconductor components and for cemented joints,半導體組件及接合劑接合之試驗
